Transcript,Start,Stop
R09B5.13.1|cdna|chromosome:WBcel235:V:1442588:1442876:1|gene:WBGene00044900.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:cnc-11,,
M199.9.1|cdna|chromosome:WBcel235:IV:15127491:15127794:-1|gene:WBGene00044998.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:M199.9,,
K12C11.6.1|cdna|chromosome:WBcel235:I:1337012:1338216:1|gene:WBGene00045052.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K12C11.6,87.0,90.0
K12C11.7a.1|cdna|chromosome:WBcel235:I:1338749:1339773:1|gene:WBGene00045053.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K12C11.7,573.0,
F55B11.7a.1|cdna|chromosome:WBcel235:IV:14419711:14422038:-1|gene:WBGene00045060.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F55B11.7,210.0,213.0
ZK742.6.1|cdna|chromosome:WBcel235:V:7814615:7814886:-1|gene:WBGene00045277.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK742.6,183.0,
C31C9.8.1|cdna|chromosome:WBcel235:II:13648530:13655347:1|gene:WBGene00045289.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:fbxa-169,36.0,39.0
R11D1.12a.1|cdna|chromosome:WBcel235:V:12724562:12725993:-1|gene:WBGene00045336.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R11D1.12,,
D1086.17.1|cdna|chromosome:WBcel235:V:14067819:14071215:1|gene:WBGene00045355.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:D1086.17,228.0,231.0
T05E12.8.1|cdna|chromosome:WBcel235:V:17068627:17069533:1|gene:WBGene00045382.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T05E12.8,,
Y71F9AM.8.1|cdna|chromosome:WBcel235:I:2940910:2941583:-1|gene:WBGene00045398.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y71F9AM.8,,
Y75B12B.13.1|cdna|chromosome:WBcel235:V:15193734:15194009:-1|gene:WBGene00045402.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y75B12B.13,,
F17B5.8.1|cdna|chromosome:WBcel235:I:13190578:13191921:1|gene:WBGene00045458.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F17B5.8,588.0,
C25F9.14a.1|cdna|chromosome:WBcel235:V:19436484:19437217:1|gene:WBGene00045461.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C25F9.14,,
F08A8.8.1|cdna|chromosome:WBcel235:I:12953969:12955322:-1|gene:WBGene00045468.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F08A8.8,810.0,
F30A10.14.1|cdna|chromosome:WBcel235:I:9476597:9477181:1|gene:WBGene00045473.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F30A10.14,111.0,114.0
F55F10.3.1|cdna|chromosome:WBcel235:IV:4359953:4360657:1|gene:WBGene00050916.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F55F10.3,,
ZK856.16.1|cdna|chromosome:WBcel235:V:10205240:10205587:-1|gene:WBGene00050936.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK856.16,,
C25D7.16.1|cdna|chromosome:WBcel235:V:15056289:15056744:1|gene:WBGene00050940.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C25D7.16,285.0,
C14A6.13.1|cdna|chromosome:WBcel235:V:18159652:18161339:-1|gene:WBGene00050956.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C14A6.13,,
Y51A2A.12.1|cdna|chromosome:WBcel235:V:18292595:18292944:1|gene:WBGene00077445.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y51A2A.12,,
Y62F5A.12.1|cdna|chromosome:WBcel235:II:11533925:11534479:-1|gene:WBGene00077453.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y62F5A.12,294.0,297.0
Y52B11A.12.1|cdna|chromosome:WBcel235:I:11012959:11014739:1|gene:WBGene00077539.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y52B11A.12,612.0,615.0
F15D3.9.1|cdna|chromosome:WBcel235:I:11557986:11558671:1|gene:WBGene00077557.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F15D3.9,,
F53F4.18.1|cdna|chromosome:WBcel235:V:13590111:13590793:1|gene:WBGene00077569.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F53F4.18,78.0,81.0
C30B5.1.1|cdna|chromosome:WBcel235:II:6198696:6201628:1|gene:WBGene00077732.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:szy-4,234.0,237.0
ZK355.8.1|cdna|chromosome:WBcel235:II:2927813:2928149:1|gene:WBGene00086560.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK355.8,,
C08E8.11.1|cdna|chromosome:WBcel235:V:18351021:18352672:1|gene:WBGene00119201.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C08E8.11,105.0,108.0
F15B9.11.1|cdna|chromosome:WBcel235:V:12992654:12992977:-1|gene:WBGene00138724.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F15B9.11,105.0,108.0
W02F12.8.1|cdna|chromosome:WBcel235:V:6692247:6694768:-1|gene:WBGene00175027.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W02F12.8,,
F54B3.4.1|cdna|chromosome:WBcel235:II:10270387:10271193:-1|gene:WBGene00175034.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F54B3.4,,
F56A8.9.1|cdna|chromosome:WBcel235:III:13254675:13256456:1|gene:WBGene00185001.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F56A8.9,,
K08D8.7a.1|cdna|chromosome:WBcel235:IV:12896698:12898448:1|gene:WBGene00185092.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K08D8.7,327.0,330.0
Y65A5A.24.1|cdna|chromosome:WBcel235:IV:16393968:16394646:1|gene:WBGene00185101.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y65A5A.24,,
W09C2.8.1|cdna|chromosome:WBcel235:IV:9624035:9624392:-1|gene:WBGene00185116.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W09C2.8,237.0,
Y105C5A.1270.1|cdna|chromosome:WBcel235:IV:15845998:15846665:-1|gene:WBGene00194646.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y105C5A.1270,366.0,
Y66A7A.9.1|cdna|chromosome:WBcel235:III:11611242:11612471:-1|gene:WBGene00194864.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y66A7A.9,,
F22F7.8.1|cdna|chromosome:WBcel235:V:2120856:2121959:-1|gene:WBGene00194908.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F22F7.8,105.0,108.0
Y105C5A.1272.1|cdna|chromosome:WBcel235:IV:15646992:15647312:1|gene:WBGene00194913.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y105C5A.1272,,
ZK742.7.1|cdna|chromosome:WBcel235:V:7798079:7800602:1|gene:WBGene00194921.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK742.7,,
F37H8.6.1|cdna|chromosome:WBcel235:II:11176285:11176748:-1|gene:WBGene00194955.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F37H8.6,60.0,63.0
Y59E9AL.36.1|cdna|chromosome:WBcel235:IV:5207109:5209481:-1|gene:WBGene00195093.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y59E9AL.36,600.0,603.0
F54D5.17.1|cdna|chromosome:WBcel235:II:11556704:11557201:1|gene:WBGene00195146.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F54D5.17,,
K12B6.11.1|cdna|chromosome:WBcel235:V:6288907:6289587:1|gene:WBGene00195164.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K12B6.11,,
ZC581.10.1|cdna|chromosome:WBcel235:I:6642719:6643667:-1|gene:WBGene00195178.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZC581.10,,
F19G12.9b.1|cdna|chromosome:WBcel235:X:1419503:1420122:1|gene:WBGene00195185.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F19G12.9,,
Y113G7B.27a.1|cdna|chromosome:WBcel235:V:20192830:20193349:1|gene:WBGene00195241.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y113G7B.27,33.0,36.0
B0334.15.1|cdna|chromosome:WBcel235:II:11496780:11497993:1|gene:WBGene00195248.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:emc-5,,
Y57E12B.10.1|cdna|chromosome:WBcel235:V:6935553:6935863:-1|gene:WBGene00202501.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y57E12B.10,,
F27E5.9.1|cdna|chromosome:WBcel235:II:10134945:10135829:1|gene:WBGene00206354.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F27E5.9,24.0,27.0
C09D4.9.1|cdna|chromosome:WBcel235:I:5487376:5488241:-1|gene:WBGene00206357.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C09D4.9,276.0,
T06D4.6.1|cdna|chromosome:WBcel235:II:3387143:3387603:-1|gene:WBGene00206385.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T06D4.6,,
C08H9.18.1|cdna|chromosome:WBcel235:II:9861946:9862247:-1|gene:WBGene00206395.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C08H9.18,,
W04H10.5.1|cdna|chromosome:WBcel235:II:606350:606735:1|gene:WBGene00206416.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W04H10.5,156.0,
F59C6.18.1|cdna|chromosome:WBcel235:I:10516036:10516432:-1|gene:WBGene00206464.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F59C6.18,375.0,378.0
C10A4.13.1|cdna|chromosome:WBcel235:X:7397646:7398035:-1|gene:WBGene00206485.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C10A4.13,279.0,
T01B7.13.1|cdna|chromosome:WBcel235:II:8715397:8715740:1|gene:WBGene00206502.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T01B7.13,93.0,
Y52B11A.19.1|cdna|chromosome:WBcel235:I:11063360:11065373:1|gene:WBGene00206530.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y52B11A.19,372.0,
C30A5.16.1|cdna|chromosome:WBcel235:III:8218219:8219342:1|gene:WBGene00206533.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C30A5.16,,
K08D10.14.1|cdna|chromosome:WBcel235:IV:4155273:4157185:1|gene:WBGene00219216.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K08D10.14,,
C54C6.11.1|cdna|chromosome:WBcel235:III:3548294:3549004:1|gene:WBGene00219296.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C54C6.11,135.0,138.0
C28G1.10.1|cdna|chromosome:WBcel235:X:8847122:8848482:1|gene:WBGene00219376.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C28G1.10,6.0,9.0
Y61B8A.6.1|cdna|chromosome:WBcel235:V:17251911:17252309:1|gene:WBGene00219383.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y61B8A.6,315.0,
Y55F3AM.21a.1|cdna|chromosome:WBcel235:IV:1049609:1051215:-1|gene:WBGene00219399.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y55F3AM.21,,
C04C3.14.1|cdna|chromosome:WBcel235:IV:3395881:3396552:1|gene:WBGene00219410.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C04C3.14,,
C23H5.15.1|cdna|chromosome:WBcel235:IV:2100240:2102893:-1|gene:WBGene00219423.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C23H5.15,540.0,
Y54G2A.72.1|cdna|chromosome:WBcel235:IV:2778141:2778571:1|gene:WBGene00219424.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y54G2A.72,,
Y53F4B.62a.1|cdna|chromosome:WBcel235:II:15129407:15130688:-1|gene:WBGene00219491.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y53F4B.62,399.0,402.0
C17G1.14.1|cdna|chromosome:WBcel235:X:9938813:9940042:1|gene:WBGene00219544.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C17G1.14,,
T04C4.3.1|cdna|chromosome:WBcel235:IV:2216636:2216861:-1|gene:WBGene00235277.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T04C4.3,63.0,
F17E9.18.1|cdna|chromosome:WBcel235:IV:8346891:8347164:-1|gene:WBGene00235282.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F17E9.18,168.0,
F49F1.15.1|cdna|chromosome:WBcel235:IV:4114468:4114631:-1|gene:WBGene00235365.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F49F1.15,,
C25G4.17.1|cdna|chromosome:WBcel235:IV:12442068:12443035:1|gene:WBGene00255469.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C25G4.17,93.0,96.0
Y82E9BR.32.1|cdna|chromosome:WBcel235:III:1379140:1380663:-1|gene:WBGene00255597.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:pals-21,,
F54E2.9.1|cdna|chromosome:WBcel235:V:2812531:2813948:-1|gene:WBGene00268206.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F54E2.9,558.0,561.0
C49F5.13.1|cdna|chromosome:WBcel235:X:11961699:11961971:1|gene:WBGene00268215.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C49F5.13,,
T16A1.10.1|cdna|chromosome:WBcel235:II:2091772:2092111:-1|gene:WBGene00269431.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T16A1.10,252.0,
F26G1.15.1|cdna|chromosome:WBcel235:II:4790297:4791340:1|gene:WBGene00270318.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F26G1.15,,
F10C1.23.1|cdna|chromosome:WBcel235:II:5758040:5758761:1|gene:WBGene00271819.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F10C1.23,,
R03H10.11.1|cdna|chromosome:WBcel235:II:4182625:4183545:1|gene:WBGene00271824.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R03H10.11,513.0,
W09G10.9.1|cdna|chromosome:WBcel235:II:3521809:3523512:1|gene:WBGene00271830.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:W09G10.9,,
H38K22.9.1|cdna|chromosome:WBcel235:III:4323416:4324336:1|gene:WBGene00284844.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:H38K22.9,,
F59E12.17.1|cdna|chromosome:WBcel235:II:5648795:5649472:-1|gene:WBGene00302971.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F59E12.17,,
Y51H7C.41.1|cdna|chromosome:WBcel235:II:1403321:1403957:1|gene:WBGene00302984.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y51H7C.41,,
C24G6.13a.1|cdna|chromosome:WBcel235:V:5535057:5536243:-1|gene:WBGene00302991.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C24G6.13,363.0,
T14B4.19.1|cdna|chromosome:WBcel235:II:6711428:6712931:-1|gene:WBGene00302993.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T14B4.19,,
H06H21.37.1|cdna|chromosome:WBcel235:IV:4808997:4809974:-1|gene:WBGene00302995.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:H06H21.37,342.0,
F53G2.12a.1|cdna|chromosome:WBcel235:II:2478216:2479083:-1|gene:WBGene00302998.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F53G2.12,324.0,
C37C3.18a.1|cdna|chromosome:WBcel235:V:7854993:7856073:1|gene:WBGene00303000.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C37C3.18,,
Y48E1B.17.1|cdna|chromosome:WBcel235:II:13539855:13541084:-1|gene:WBGene00303002.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y48E1B.17,432.0,
Y57G11C.1147.1|cdna|chromosome:WBcel235:IV:14796606:14797490:-1|gene:WBGene00303007.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y57G11C.1147,267.0,
K07F5.22.1|cdna|chromosome:WBcel235:IV:9865076:9865934:1|gene:WBGene00303023.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K07F5.22,,
T20D3.14.1|cdna|chromosome:WBcel235:IV:9335411:9335909:-1|gene:WBGene00303026.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T20D3.14,294.0,
B0041.12.1|cdna|chromosome:WBcel235:I:4650731:4650763:-1|gene:WBGene00303032.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:B0041.12,,
B0361.14.1|cdna|chromosome:WBcel235:III:7299490:7299531:-1|gene:WBGene00303033.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:B0361.14,,
C26H9A.4.1|cdna|chromosome:WBcel235:IV:12653410:12653445:1|gene:WBGene00303042.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C26H9A.4,,
C34D10.5.1|cdna|chromosome:WBcel235:X:8018027:8018098:1|gene:WBGene00303044.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C34D10.5,,
C48A7.16.1|cdna|chromosome:WBcel235:IV:7405477:7405506:1|gene:WBGene00303046.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C48A7.16,,
C56G2.22.1|cdna|chromosome:WBcel235:III:6346285:6346490:1|gene:WBGene00303050.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C56G2.22,,
F08C6.18.1|cdna|chromosome:WBcel235:X:7573590:7573628:-1|gene:WBGene00303053.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F08C6.18,,
F44E5.17.1|cdna|chromosome:WBcel235:II:11748547:11748594:-1|gene:WBGene00303054.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F44E5.17,,
F27D4.12.1|cdna|chromosome:WBcel235:I:7706962:7707024:-1|gene:WBGene00303056.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F27D4.12,,
F52G3.7.1|cdna|chromosome:WBcel235:X:16963921:16963950:1|gene:WBGene00303060.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F52G3.7,,
T06E8.8.1|cdna|chromosome:WBcel235:V:10043746:10043787:1|gene:WBGene00303063.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T06E8.8,,
K11D12.14.1|cdna|chromosome:WBcel235:V:5049636:5049686:1|gene:WBGene00303069.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:K11D12.14,,
C53H9.4.1|cdna|chromosome:WBcel235:I:1835738:1835910:1|gene:WBGene00303070.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C53H9.4,,
R10E9.4.1|cdna|chromosome:WBcel235:III:3972746:3972787:-1|gene:WBGene00303072.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R10E9.4,,
R12B2.13.1|cdna|chromosome:WBcel235:III:5833383:5833745:-1|gene:WBGene00303073.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R12B2.13,,
T05A8.11.1|cdna|chromosome:WBcel235:II:2725608:2725661:-1|gene:WBGene00303077.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T05A8.11,,
T06D10.8.1|cdna|chromosome:WBcel235:I:9074644:9075077:-1|gene:WBGene00303078.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T06D10.8,,
T09F3.7.1|cdna|chromosome:WBcel235:II:10391168:10391320:1|gene:WBGene00303079.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T09F3.7,,
T28F3.11.1|cdna|chromosome:WBcel235:IV:17291647:17291679:-1|gene:WBGene00303083.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T28F3.11,,
Y32F6B.9.1|cdna|chromosome:WBcel235:V:10478699:10478758:1|gene:WBGene00303085.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y32F6B.9,,
Y39G8B.13.1|cdna|chromosome:WBcel235:II:13983015:13983047:-1|gene:WBGene00303087.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y39G8B.13,,
Y44E3A.7.1|cdna|chromosome:WBcel235:I:3307491:3307532:-1|gene:WBGene00303088.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y44E3A.7,,
Y55B1BL.2.1|cdna|chromosome:WBcel235:III:402492:403574:1|gene:WBGene00303093.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y55B1BL.2,,
Y75B8A.63.1|cdna|chromosome:WBcel235:III:12327947:12327985:1|gene:WBGene00303096.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y75B8A.63,,
Y92H12BL.6.1|cdna|chromosome:WBcel235:I:1365336:1365398:1|gene:WBGene00303097.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y92H12BL.6,,
F20B6.10a.1|cdna|chromosome:WBcel235:X:4217125:4217196:-1|gene:WBGene00303101.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F20B6.10,,
T19D2.13b.1|cdna|chromosome:WBcel235:X:3942267:3942326:-1|gene:WBGene00303102.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:T19D2.13,,
R07E5.19.1|cdna|chromosome:WBcel235:III:4417460:4418056:-1|gene:WBGene00303105.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:R07E5.19,321.0,
Y71H2AM.29.1|cdna|chromosome:WBcel235:III:2832832:2833790:1|gene:WBGene00303208.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y71H2AM.29,462.0,
D1014.13.1|cdna|chromosome:WBcel235:V:8145629:8147850:1|gene:WBGene00303233.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:D1014.13,396.0,
M151.10.1|cdna|chromosome:WBcel235:II:3639633:3640301:-1|gene:WBGene00303365.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:M151.10,,
